Day,Time,Item,Type,Price,Discount (%),Payment Method
119,11:40 AM,Deluxe Burger,Main Course,18,0,Cash
119,12:05 PM,Bread and butter,Side,2,0,Credit Card
119,12:05 PM,Bread and butter,Side,2,0,Credit Card
119,12:05 PM,Bread and butter,Side,2,0,Credit Card
119,12:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,12:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,12:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,12:05 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
119,12:05 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
119,12:05 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
119,5:15 PM,Deluxe Burger,Main Course,18,0,Cash
119,5:15 PM,Deluxe Burger,Main Course,18,0,Cash
119,5:15 PM,Deluxe Burger,Main Course,18,0,Cash
119,5:15 PM,Sprite,Soft Drink,3,0,Cash
119,5:15 PM,Sprite,Soft Drink,3,0,Cash
119,5:15 PM,Sprite,Soft Drink,3,0,Cash
119,5:15 PM,Steamed vegetables,Side,5,0,Cash
119,5:15 PM,Steamed vegetables,Side,5,0,Cash
119,5:15 PM,Steamed vegetables,Side,5,0,Cash
119,5:40 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,5:40 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,5:40 PM,Ceasar Salad,Main Course,12,0,Credit Card
119,5:40 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
119,5:40 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
119,5:40 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
119,5:40 PM,White rice,Side,2,0,Credit Card
119,5:40 PM,White rice,Side,2,0,Credit Card
119,5:40 PM,White rice,Side,2,0,Credit Card
120,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
120,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
120,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
120,11:10 AM,French Fries,Side,5,0,Cash
120,11:10 AM,French Fries,Side,5,0,Cash
120,11:10 AM,French Fries,Side,5,0,Cash
120,11:10 AM,Lemonade,Soft Drink,3,0,Cash
120,11:10 AM,Lemonade,Soft Drink,3,0,Cash
120,11:10 AM,Lemonade,Soft Drink,3,0,Cash
120,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
120,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
120,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
120,11:35 AM,Cole Slaw,Side,5,0,Credit Card
120,11:35 AM,Cole Slaw,Side,5,0,Credit Card
120,11:35 AM,Cole Slaw,Side,5,0,Credit Card
120,11:35 AM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
120,11:35 AM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
120,11:35 AM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
120,12:00 PM,Bread and butter,Side,2,0,Cash
120,12:00 PM,Bread and butter,Side,2,0,Cash
120,12:00 PM,Bread and butter,Side,2,0,Cash
120,12:00 PM,Grilled Salmon,Main Course,24,0,Cash
120,12:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
120,12:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
120,12:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
120,5:20 PM,Coke,Soft Drink,3,0,Credit Card
120,5:20 PM,Coke,Soft Drink,3,0,Credit Card
120,5:20 PM,Coke,Soft Drink,3,0,Credit Card
120,5:20 PM,Deluxe Burger,Main Course,18,0,Credit Card
120,5:20 PM,Deluxe Burger,Main Course,18,0,Credit Card
120,5:20 PM,Deluxe Burger,Main Course,18,0,Credit Card
120,5:20 PM,Steamed vegetables,Side,5,0,Credit Card
120,5:20 PM,Steamed vegetables,Side,5,0,Credit Card
120,5:20 PM,Steamed vegetables,Side,5,0,Credit Card
120,5:45 PM,Ceasar Salad,Main Course,12,0,Cash
120,5:45 PM,Ceasar Salad,Main Course,12,0,Cash
120,5:45 PM,Ceasar Salad,Main Course,12,0,Cash
120,5:45 PM,Napa Valley Red Blend (2021),Wine,50,0,Cash
120,5:45 PM,Napa Valley Red Blend (2021),Wine,50,0,Cash
120,5:45 PM,Napa Valley Red Blend (2021),Wine,50,0,Cash
120,5:45 PM,White rice,Side,2,0,Cash
120,5:45 PM,White rice,Side,2,0,Cash
120,5:45 PM,White rice,Side,2,0,Cash
121,11:00 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,11:00 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,11:00 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,11:00 AM,Diet Coke,Soft Drink,3,0,Credit Card
121,11:00 AM,Diet Coke,Soft Drink,3,0,Credit Card
121,11:00 AM,Diet Coke,Soft Drink,3,0,Credit Card
121,11:00 AM,French Fries,Side,5,0,Credit Card
121,11:00 AM,French Fries,Side,5,0,Credit Card
121,11:00 AM,French Fries,Side,5,0,Credit Card
121,11:25 AM,Ceasar Salad,Main Course,12,0,Cash
121,11:25 AM,Ceasar Salad,Main Course,12,0,Cash
121,11:25 AM,Ceasar Salad,Main Course,12,0,Cash
121,11:25 AM,Cole Slaw,Side,5,0,Cash
121,11:25 AM,Cole Slaw,Side,5,0,Cash
121,11:25 AM,Cole Slaw,Side,5,0,Cash
121,11:25 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
121,11:25 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
121,11:25 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
121,11:50 AM,Bread and butter,Side,2,0,Credit Card
121,11:50 AM,Bread and butter,Side,2,0,Credit Card
121,11:50 AM,Bread and butter,Side,2,0,Credit Card
121,11:50 AM,Coke,Soft Drink,3,0,Credit Card
121,11:50 AM,Coke,Soft Drink,3,0,Credit Card
121,11:50 AM,Coke,Soft Drink,3,0,Credit Card
121,11:50 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,11:50 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,11:50 AM,Deluxe Burger,Main Course,18,0,Credit Card
121,5:15 PM,French Fries,Side,5,0,Cash
121,5:15 PM,French Fries,Side,5,0,Cash
121,5:15 PM,French Fries,Side,5,0,Cash
121,5:15 PM,Grilled Salmon,Main Course,24,0,Cash
121,5:15 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
121,5:15 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
121,5:15 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
121,5:40 PM,Deluxe Burger,Main Course,18,0,Credit Card
121,5:40 PM,Deluxe Burger,Main Course,18,0,Credit Card
121,5:40 PM,Deluxe Burger,Main Course,18,0,Credit Card
121,5:40 PM,Lemonade,Soft Drink,3,0,Credit Card
121,5:40 PM,Lemonade,Soft Drink,3,0,Credit Card
121,5:40 PM,Lemonade,Soft Drink,3,0,Credit Card
121,5:40 PM,Steamed vegetables,Side,5,0,Credit Card
121,5:40 PM,Steamed vegetables,Side,5,0,Credit Card
121,5:40 PM,Steamed vegetables,Side,5,0,Credit Card
